peopleAhead,activeCounters,hour,dayOfWeek,queueLength,eta
17,4,13,0,28,24.682922112592788
50,3,8,1,51,93.34626621834737
4,4,11,5,14,4.789861901666823
46,3,18,6,47,85.42701463598203
24,3,16,1,35,42.47317895817487
1,1,15,2,5,5.047781635174299
9,1,18,1,20,51.11789895302715
29,5,11,0,39,30.618246422632918
49,1,10,3,63,229.39190717622012
44,3,15,6,51,71.05465794432637
4,3,20,3,14,4.881870824554578
32,4,16,1,35,39.16333151603088
0,4,8,5,12,3.0152534127424295
17,5,17,3,25,27.107281462871633
31,3,15,4,33,57.0356434237553
46,5,12,4,53,50.9163352111213
48,3,10,0,49,79.94077996550263
10,1,17,1,21,62.909413925830414
20,4,18,3,31,32.73472355702088
25,5,12,3,34,39.895790212934195
24,2,17,0,31,56.42003381362725
21,3,11,4,27,36.011659859349194
26,1,8,6,36,95.40508248904669
48,2,20,6,58,95.16189162435107
12,1,15,1,18,59.79405692639958
32,1,20,4,41,166.7617958313044
33,3,14,0,38,66.46420883674386
40,1,18,1,50,155.02326416079677
34,5,11,0,40,35.49307339597556
0,2,11,0,9,1.3813385924226849
20,1,20,6,28,99.70025336667085
47,1,12,3,50,245.3096847068678
5,4,8,4,11,8.211422741519673
27,4,11,0,39,34.79241954422569
16,5,12,5,29,32.25091275728419
4,4,15,0,8,4.323440814741709
30,1,8,5,37,156.52968131544617
4,1,18,1,17,35.05840320772837
37,2,11,1,49,87.9260514876803
2,4,17,4,10,14.450505151945821
22,3,17,4,30,45.99594482754007
36,4,20,5,41,38.15567878827363
36,1,14,6,49,175.92938089095483
9,2,12,4,22,25.73744011566561
9,4,8,6,18,16.304099617794645
18,2,14,5,32,53.121812656773955
16,4,20,6,17,15.071662814855225
20,5,20,5,23,24.21654801921076
13,1,8,3,16,65.60743768599328
8,1,9,3,20,36.828387619090186
45,3,15,0,54,68.8248945450959
0,1,16,1,1,2.7566525969230664
50,3,15,6,51,75.30791595536168
44,1,15,3,55,231.32236069818282
12,4,13,2,22,24.086402631120798
3,4,14,4,11,8.97906989894635
0,5,11,1,6,6.23893720114311
48,4,19,5,60,72.80703341456875
39,2,20,0,52,80.10719667011907
31,4,12,1,45,51.68709794146585
33,3,9,1,44,58.01783942952181
27,5,17,0,32,28.996195117600244
30,2,18,3,34,60.69518205274705
7,2,11,2,14,19.416045347280885
38,1,14,5,39,193.88552041556784
25,3,11,3,29,45.14201888977666
33,4,13,5,34,56.232378704092724
2,4,18,4,7,9.611510517447453
49,1,18,5,56,225.75904205636436
11,4,19,2,17,21.706958971831583
0,2,15,2,11,4.5355306257792005
43,4,12,3,47,71.98923219683162
4,4,15,3,10,5.0869155690057735
29,2,11,4,43,60.81286820245495
29,3,18,4,35,50.590997561227866
16,3,9,5,18,30.904572937826217
47,2,16,1,51,118.81048436163313
46,2,9,0,50,90.59613234956164
22,5,14,3,36,36.90190348342688
14,5,13,5,20,19.35377639632229
36,4,9,0,46,37.978307015994375
20,4,10,3,32,26.857021138763496
13,5,19,6,18,15.851881269178806
1,4,18,6,14,8.841520679417519
10,3,18,2,22,24.8518171371916
50,3,14,5,51,91.48857239022621
38,1,13,4,45,173.67382412679362
37,5,20,2,40,40.87831107239692
33,3,13,3,44,64.70903282171925
37,1,14,5,40,136.68495151601522
49,2,12,4,52,107.31535029185468
33,3,8,1,34,61.46189226029323
17,1,12,6,18,69.45447108891389
29,4,16,4,37,37.474660043257344
14,1,9,4,28,54.94536117563556
26,3,17,5,27,53.58276968221366
50,4,10,3,54,65.61678326479911
33,4,9,0,45,30.604133679556423
37,1,12,4,41,161.07345619627233
32,1,12,3,43,163.55956667908632
23,3,20,5,34,37.198868944030096
14,4,19,4,18,22.85617666726959
29,5,12,3,40,47.020204938624595
41,1,13,2,42,159.2483784835365
50,5,10,6,55,51.34069725527347
16,5,15,5,25,15.831028040139216
4,4,10,6,6,2.245223576790252
28,3,9,3,36,57.74383290223076
3,5,16,2,4,5.787873296281592
9,3,13,2,13,20.94809929295842
16,1,14,0,23,66.78075703685124
9,4,19,6,17,21.409495048843283
16,2,8,2,30,36.715857948412065
19,4,19,3,26,35.44745028812238
23,2,10,0,32,63.58494292645435
4,1,14,6,14,22.103215329576475
33,3,15,0,35,65.50304777645519
5,1,18,0,13,25.989766257088313
1,4,19,6,10,7.9270598141322495
12,2,9,2,26,31.627990843406128
42,2,12,3,46,110.7158271914607
42,4,12,4,47,53.18166419148666
47,4,16,6,56,54.49334268899598
10,1,10,4,21,36.86740334282068
50,5,20,0,57,53.46430062870369
46,2,18,1,49,111.22830456428932
22,4,18,6,35,45.58448635539575
15,1,18,5,27,82.21238449645888
30,5,20,5,33,41.06767476330314
10,3,12,4,11,25.32044025917041
15,4,20,3,25,25.508281763231086
7,5,19,0,12,16.94932502634508
3,3,15,1,4,13.321378501725201
39,3,20,6,51,67.84331780556961
3,1,18,3,14,20.251735449015115
24,2,10,5,37,60.29145445052314
2,4,13,1,5,13.95824678600436
31,5,16,6,33,29.180564419414623
2,3,17,4,12,10.141921852038392
26,2,11,1,31,74.47602561775368
28,3,14,2,40,47.61690568093115
31,4,15,2,45,36.46137296198369
49,4,13,6,55,68.75128073450449
50,1,8,0,55,197.00631474212383
18,4,13,6,31,33.10693863923555
20,4,19,5,32,29.181739023009065
4,4,11,6,14,5.0809966708086325
17,2,18,2,20,47.850269274021855
27,5,10,1,35,28.42688962012284
41,5,10,2,49,54.930979737396065
21,4,10,5,31,27.92744577795396
20,5,8,0,23,18.386498359737228
5,4,17,4,8,14.365018381274082
0,5,17,6,13,6.412803170999719
4,5,8,0,9,1.544434315400299
40,3,9,0,53,54.005212974223554
11,2,12,6,14,27.27651273643096
25,3,14,1,34,53.58873903269036
45,3,12,5,48,71.84449595664134
33,5,20,5,38,40.91502589800323
48,1,10,1,54,242.66785893096977
13,1,12,3,22,66.14213290955004
25,2,13,5,34,69.32276339264531
44,4,11,2,54,58.66068061452371
26,5,11,4,31,25.957696453451515
8,2,8,3,13,20.060669233266207
25,3,14,1,34,56.84700427727651
46,5,15,4,54,51.43302235749263
21,3,11,1,29,39.30811040185025
46,2,13,6,52,118.88441220663213
29,1,13,2,36,154.32104773158022
42,2,8,0,56,113.44520682132101
47,5,17,4,60,55.534822023239705
16,5,11,4,19,17.651419954858543
25,4,13,3,37,42.15240604224072
35,1,19,4,43,187.90304811466626
0,5,16,6,8,0.7519115901335621
7,1,11,4,15,32.00351950845994
48,5,16,1,60,70.29089680855839
34,1,11,2,47,180.30759553914987
14,2,14,3,15,39.852322467720086
46,1,14,1,55,197.67956634409614
21,3,15,3,25,30.28627573344115
13,2,14,3,17,36.80681703464906
25,5,13,2,38,30.68089460572668
27,5,10,2,29,29.688411274520664
22,4,17,5,31,32.419182994265554
13,3,14,6,19,30.309392381506218
23,4,19,0,28,34.82911269176636
1,2,13,1,4,12.178929355727686
44,4,17,2,51,71.13515121198951
25,2,19,3,34,75.46661300196484
13,4,15,3,18,16.618854407617764
50,1,11,3,51,188.27412663632572
6,2,14,6,16,14.551368031935585
2,2,14,1,12,16.66790149538472
46,1,10,5,53,192.65786751612552
22,1,15,4,31,86.70588939798598
45,3,20,0,46,64.5061645463527
42,1,20,3,45,204.53881451464028
46,4,17,0,49,69.59873552879594
44,1,9,4,57,210.985775384194
17,1,10,0,20,63.74549970056643
37,2,8,1,42,100.62977147303492
34,2,9,1,47,71.20718603314012
50,1,20,5,61,266.6482578083287
14,3,18,5,23,23.79311727410526
24,2,8,3,36,52.63308091537732
36,4,13,0,49,51.72398560041276
27,4,18,2,38,45.529065503440954
9,1,12,4,12,51.63081548207246
38,1,13,1,39,180.4480022498243
16,3,10,1,25,32.2117851856225
38,1,14,4,48,181.15720670222706
21,5,11,2,31,24.944919137618697
25,5,20,2,28,33.52085584495391
43,1,8,3,54,157.11972939445923
24,5,10,4,38,28.660544801869484
16,4,12,5,20,29.42299621738987
12,1,20,2,18,57.785554883905384
19,4,14,2,26,34.329154225178435
24,4,16,1,30,38.57450305179309
3,5,12,0,15,7.857037409599997
9,3,8,4,10,16.000504273165383
2,4,12,4,5,10.371349861050373
40,5,18,1,43,60.20734970778576
44,3,8,6,55,57.519057474797684
17,5,14,3,21,24.003889436209025
46,5,16,1,51,60.62454574928174
35,1,20,6,40,162.408533011486
46,2,13,3,56,129.53670709116582
21,3,11,6,26,39.45510369964399
33,5,13,0,47,44.21509538315992
46,4,8,1,48,58.56118838743566
7,4,11,4,20,11.92653891445617
39,2,13,6,49,97.25602368020833
48,3,9,2,57,93.51026870873801
43,1,10,0,52,185.1137156369302
18,3,11,1,30,40.38173977647394
41,4,13,5,45,64.33218199093585
40,4,10,5,43,51.87692629106699
36,1,8,4,42,123.97914656079394
5,1,13,4,6,24.38925168148582
25,4,15,6,29,27.6514605435404
33,5,15,5,35,36.29926759142974
44,5,18,4,53,63.14242388891874
5,1,11,2,12,23.674140875782935
36,5,13,4,45,46.72445525377213
32,1,8,2,39,133.7939902400304
21,3,13,1,23,45.10986532017288
20,3,19,6,22,33.00617460969922
5,3,8,3,13,10.577561988755987
5,1,11,0,14,23.144850813383226
47,1,16,0,53,176.6870921372839
3,5,13,1,17,17.651682879758095
29,5,11,1,32,36.69307656433913
10,5,17,4,19,15.627893886335798
29,2,11,4,36,71.6829138596756
30,1,11,1,31,132.34924703134587
23,3,17,0,34,45.102956399398586
8,3,14,1,17,25.44550333881014
2,2,18,6,4,11.708321819886354
50,2,16,4,55,137.78506885911742
30,3,13,1,37,62.74960378411507
39,1,14,4,49,209.83980907634609
36,3,11,0,47,68.20020959299656
35,3,18,6,38,62.78538726964354
23,2,20,5,34,47.20640566924258
30,2,18,6,39,78.48937777998044
5,5,12,6,19,10.83195049827729
1,2,16,6,4,1.5940549971531408
19,3,15,3,21,34.00082323414757
27,5,20,6,37,26.949789071856628
10,3,17,0,21,26.062546730391485
3,1,9,5,16,16.095879833930734
14,1,15,2,17,54.96895905942164
5,2,10,4,15,8.67707469713477
48,5,9,1,54,61.5769527987258
29,4,9,1,30,43.38717871013407
37,1,18,4,41,134.5735694111531
50,1,11,2,54,187.70342113031847
1,1,8,4,6,5.500177697025526
14,1,12,1,24,75.8161891362807
10,2,18,3,21,30.53786534834863
7,5,14,2,9,10.623325282747098
25,1,9,1,26,106.00482760741892
50,2,12,6,62,104.58217874522856
44,5,11,6,58,48.48668991206788
43,5,13,0,57,53.15457281315893
4,4,8,6,18,8.38027439300027
5,3,8,2,14,7.519111215492992
25,1,9,4,27,101.93693111978615
3,2,11,6,15,7.7550433414094995
18,5,8,0,26,23.60706846354098
19,4,20,5,22,30.31826861733993
32,3,12,5,40,53.975548085759456
19,5,13,3,21,24.48268914656954
48,5,17,3,51,50.017275538690264
11,1,11,4,15,58.440634163584114
46,3,14,6,56,87.08808600412212
0,3,12,5,12,10.866445313583244
25,2,16,5,37,60.04794984579413
13,4,20,6,23,18.404434943849388
37,2,16,6,50,89.00951566027078
36,4,11,4,45,50.03524009165599
10,2,17,0,13,27.622393571926246
35,4,13,1,39,62.19606554139249
12,1,9,6,16,58.034347652614976
42,4,9,2,52,65.08030381029698
2,2,10,2,5,3.4146957930866972
32,3,17,0,41,54.4284171748858
5,5,9,4,18,6.312292664266912
49,4,16,4,61,71.79890807645198
9,4,19,1,19,24.005967826279665
4,3,11,3,16,10.803078464899885
22,1,12,6,26,116.1680162487611
9,2,9,3,17,23.314718598614814
43,1,15,0,48,180.91670472651896
1,4,19,6,7,8.057981150706617
12,4,15,0,15,11.680485903606682
39,1,14,3,52,159.91169524004468
1,2,14,6,14,8.376049962350754
19,4,14,5,28,30.20983967540325
0,4,15,1,4,5.1585359548165135
36,1,11,1,49,126.33395983564822
8,5,13,0,22,14.876824294089575
16,3,19,2,30,38.96460252805508
8,4,15,2,22,13.911684887779945
10,2,15,3,16,27.084933515168462
14,5,11,4,26,17.714552512382937
23,1,8,6,29,112.20780851322084
37,1,9,4,45,145.54492114178754
34,2,11,2,45,69.9468405585546
29,5,16,1,39,30.947358532000123
30,2,10,3,44,77.66136585226266
48,4,12,6,60,57.26866039772363
4,5,8,6,12,3.798962392754298
43,3,20,6,54,68.27009417955308
49,3,12,0,60,99.72964025444662
13,2,18,6,25,32.35124375761614
10,3,18,4,16,27.562498073252332
8,2,18,2,22,29.444026628441826
33,4,8,6,47,50.21504670341856
11,4,18,4,12,20.376331159132963
34,2,13,5,42,75.33106927267995
34,4,19,1,41,50.542530162217915
0,3,8,1,5,5.3483965531163165
39,4,9,4,52,61.045086064113185
21,3,18,1,34,43.49328016892583
28,3,16,0,36,47.46902110855519
7,1,18,0,13,32.05875328402786
10,4,20,2,11,12.885067897053146
40,4,19,3,44,57.742846860560164
36,2,20,1,49,75.08538239354365
13,2,10,5,17,26.65588151591512
29,5,16,3,30,32.18068811903396
34,3,11,6,44,44.5108443654268
20,1,12,4,21,80.29920925830838
36,3,14,6,42,57.091002718063045
4,4,11,2,5,5.064545934408619
18,5,19,1,26,33.5501172043657
13,3,18,5,24,32.264873687424895
25,5,19,0,27,27.28857628772182
3,3,17,4,6,9.897515186515545
24,4,17,6,27,38.01208322677943
44,4,20,6,48,60.06073940886492
41,3,20,0,54,52.867457754448466
24,1,13,4,32,109.38401391042875
17,4,16,5,30,24.522450304183817
39,2,15,5,42,86.11247283458721
7,1,18,6,8,35.28139692560159
38,3,20,0,50,71.4734624376699
39,1,8,5,42,166.28851937434223
13,2,13,0,25,33.15500625971279
31,4,20,2,40,44.2300672759742
50,4,16,2,59,54.513996832517535
37,4,10,1,46,45.62867553273448
32,2,10,0,36,68.94158255027874
22,1,20,3,32,88.55602531546572
14,3,17,4,23,31.95109806066038
32,3,19,5,34,54.79112099479292
24,1,12,1,30,99.19854442283439
16,4,16,6,19,21.73073902274138
32,3,10,2,34,62.708034141313426
46,4,12,4,54,62.4917960972747
1,5,18,4,9,13.070216793528262
13,5,12,5,17,23.897257643491457
39,3,18,6,53,76.49565775953943
39,1,15,2,46,156.4449748005628
50,1,9,1,64,213.01368244265078
38,1,15,3,48,130.25287310632984
50,4,8,3,57,53.417855542394264
5,5,12,2,9,13.478396863111751
5,4,10,4,10,6.97080858026331
2,2,12,2,11,14.10604082135499
6,2,16,4,8,14.62435666969005
50,3,20,0,51,82.80208380781696
7,2,19,6,21,21.55324880292735
41,1,18,5,52,159.08891402874153
14,3,8,4,16,26.046457933496473
46,5,13,0,59,57.27412032235593
28,5,17,4,42,42.10010554409521
32,2,19,0,35,78.64815813934676
29,2,20,5,35,60.194959136179904
38,5,13,1,43,46.64050112213787
26,2,20,6,29,48.42112428260283
35,2,19,3,39,85.8852437746156
28,4,14,0,34,34.917634545247644
37,5,17,4,41,53.63015725545485
32,5,17,0,38,44.10690236254739
36,2,12,4,40,86.58018345944076
26,1,20,3,35,132.2750985409251
32,4,14,1,36,53.277623264886785
3,1,9,0,4,12.056685739659466
21,2,9,4,23,47.109412564965425
1,5,17,6,4,7.873285263927177
9,1,15,3,22,44.252959521282214
4,3,13,5,15,15.882740659705672
9,1,12,2,20,53.0574517801279
32,5,10,5,34,32.2716334511344
37,2,11,2,43,84.7929089073076
12,1,15,0,18,44.18202189344673
30,2,17,5,42,76.62850682231941
46,4,14,5,55,75.58016890491653
35,3,20,5,46,64.52477967152743
44,5,16,3,55,41.45680220480413
23,5,20,5,26,26.94165443128841
14,2,18,0,28,44.181815931746776
28,3,10,4,42,54.92917839371083
7,5,13,4,12,14.037374458070405
4,1,14,2,5,23.003021474923823
28,5,9,4,31,31.085337737193147
46,1,19,5,51,180.3812264030377
3,5,20,4,10,5.01592305352468
11,1,11,0,21,47.96508527730727
44,4,8,2,56,55.31416608025282
1,2,11,1,3,8.024047742342516
26,4,19,6,35,38.797024719952674
30,1,9,4,41,112.94660372264613
50,2,14,2,61,124.92101609857335
50,3,8,6,63,80.63142318701927
35,1,13,5,38,176.26472341117523
35,5,10,1,43,42.40906611991914
25,5,15,1,36,31.28224066979302
42,3,15,5,45,76.91093527778558
26,4,19,2,38,50.65170252774281
4,1,14,0,16,23.043780251119042
19,5,14,2,25,27.55289876131362
10,2,8,1,17,29.76788990998951
9,3,16,1,10,20.64772209728945
39,4,10,1,40,53.03058694423178
37,4,15,5,43,44.181409501762055
5,2,9,2,9,16.76677883508246
7,2,8,6,14,16.30598711249109
22,3,18,4,34,53.359290365871594
46,2,20,1,48,122.81860695955764
25,5,8,2,26,27.213896956102573
45,4,15,0,50,49.91655612733124
42,2,20,4,46,103.86143225564118
11,1,20,3,25,50.12405486763524
25,2,16,0,32,67.34405462840621
12,4,10,4,24,19.338077685001256
39,5,14,5,47,50.38756880142944
17,2,20,0,28,40.71692389761514
24,5,9,3,25,25.192585419647628
32,1,19,1,44,177.16016792017822
46,4,15,0,54,60.410707031999586
39,3,20,0,53,60.739174190437076
42,4,20,6,51,57.92408974997262
11,3,19,5,25,29.30155142631437
43,3,10,5,50,65.11520459662935
35,4,17,4,46,51.32474172314917
47,3,17,5,53,84.70930239720451
3,5,12,2,12,10.018284967873111
4,1,14,4,5,23.497393130932757
36,2,16,2,37,70.72018712403413
7,3,8,3,8,10.323547707324268
41,3,12,4,54,84.85353084024229
48,4,8,5,62,52.35028711687852
27,5,9,0,28,24.352524025142472
30,2,17,3,35,86.3629902001019
8,3,11,4,20,17.64912829783513
50,5,17,1,57,60.022626237635386
28,2,10,3,35,64.28956316167421
13,4,17,6,21,23.66233706490217
39,3,12,1,51,80.32179527440336
40,4,13,4,53,67.60379534273876
21,4,8,4,28,28.264925757478466
10,3,16,4,14,19.470371944425754
22,5,17,2,24,28.368619262806654
0,5,9,3,6,2.305058069147721
45,4,15,3,56,56.69204057094298
36,4,16,5,47,47.4580273111362
20,1,8,1,31,86.7644039488051
25,2,9,5,36,54.598679886232745
45,4,10,5,57,69.22628320196701
35,4,18,1,46,55.752105230955586
22,2,16,5,23,59.75551824219571
0,3,19,1,5,10.338123434954738
50,5,10,3,62,61.50469739781067
39,3,20,5,46,69.12628501822351
14,2,13,1,21,42.343083665291566
20,2,16,0,34,52.82893174146437
46,1,18,5,53,193.85257062650157
8,1,14,4,11,35.77834101850951
8,5,17,5,20,13.91110588907696
9,4,19,1,12,21.750533530202357
25,2,13,0,39,63.30625090353258
40,1,9,1,42,192.44116883384072
34,3,13,6,42,65.48776282460042
24,1,17,5,34,121.58058182797308
25,3,19,4,37,45.27464883798602
10,1,8,0,12,37.07341790803187
37,3,14,4,46,57.84301017752017
1,1,13,5,10,9.75810755619721
6,1,15,6,11,24.17045743435339
17,5,9,2,23,20.182627936108904
26,4,8,5,28,32.933111903195815
33,2,16,4,40,72.38263378603148
26,4,16,3,38,33.4343307852907
16,5,17,4,23,22.314537471412805
42,3,14,2,54,77.65198860829192
43,4,8,1,53,59.815291058425785
50,2,9,6,55,115.37909681928251
23,2,16,3,34,49.319386596520054
24,3,12,5,30,48.34946374983727
6,2,9,2,17,19.321576181628032
5,5,12,4,16,9.55054979646863
23,4,8,2,36,30.346431346365513
32,2,17,1,34,81.39320335657648
48,4,19,3,52,62.93506303024651
28,1,12,0,41,141.67887315770966
42,4,14,2,49,55.141105431410445
21,3,15,6,34,37.39713815083163
25,5,18,6,31,36.01135559349921
27,2,10,5,34,73.7330275086927
49,5,11,5,58,61.46159685606069
20,4,19,2,29,35.63573282141122
48,2,18,6,50,102.8277070498563
6,5,9,6,18,8.938318720356122
16,3,8,4,19,25.84912919232463
19,1,17,3,22,81.3291777639247
40,1,15,0,43,141.61662953928473
48,3,14,2,59,83.66041738949339
19,1,18,0,27,82.62110552125026
21,3,15,0,23,34.301578215067494
27,4,12,1,37,41.43372876145678
39,3,12,4,48,65.31433518524221
48,1,8,6,51,198.57982520696464
6,4,16,0,17,7.163812477031659
0,3,18,4,12,6.716819605386294
31,3,10,1,34,54.79296742004089
12,4,8,0,26,14.328923136712383
29,2,20,4,31,67.60520008457637
22,1,11,6,31,113.59978740410904
50,2,19,3,55,108.76539845879361
18,4,11,4,32,28.978215735367247
31,4,20,3,42,39.62600471040621
29,5,15,1,37,39.5204794061228
28,5,17,1,31,44.61913340801836
48,4,17,5,55,70.53336888960284
44,5,12,3,49,55.87608862905619
28,3,17,2,42,55.716062410071864
29,2,19,0,43,66.06052035107051
15,4,12,0,28,28.12508560433619
39,3,8,3,51,72.59415281399652
18,1,20,0,24,82.43616956800822
17,1,18,1,19,84.85489762551637
0,5,11,5,3,1.514888020026142
13,5,15,5,18,10.813468162741945
50,3,15,2,59,99.69780838848216
46,1,11,3,51,241.00414786333025
49,4,10,1,56,58.81035559638405
1,2,11,1,15,9.79354452311165
27,5,13,6,32,28.268345558838053
48,3,10,6,50,69.41730651358652
49,5,18,3,52,52.62814614457259
29,3,19,3,36,58.34299194330464
37,1,20,6,43,167.59656233353707
50,5,10,4,55,49.43528017205117
3,3,16,1,8,9.543301616321706
0,3,10,0,11,1.331509117129778
7,5,8,5,17,7.0366972607606755
28,2,20,2,39,79.75084297007042
38,4,18,4,48,56.50825721353341
2,1,10,1,14,15.545253227548756
31,5,18,6,34,34.44154505809792
9,5,15,3,13,12.694651387475847
9,2,16,5,11,21.208652477283806
18,1,20,2,23,68.38982473312153
45,5,11,2,54,54.070599160537625
33,2,13,1,35,96.39232097262023
32,4,17,0,37,45.78444908816095
22,3,15,2,23,28.525444439883568
27,4,14,1,31,40.22256450936683
31,4,15,6,36,41.103330201923924
49,4,18,2,56,61.564129083134844
6,4,18,0,17,11.336262980876276
28,3,10,4,39,49.132750554884694
7,1,11,6,18,25.148802901879506
0,1,20,1,13,5.363574748588861
2,2,8,1,4,10.239132116612401
23,2,11,4,29,72.06313684659686
22,5,12,6,26,26.55062758351102
7,4,9,5,20,10.176011053488148
46,4,20,5,55,75.07803973211712
36,3,20,3,42,49.01387939858582
2,4,8,1,9,6.085681923887609
50,3,20,5,55,76.74047932018922
32,5,12,3,45,35.07812782775094
27,2,15,1,34,65.27345183751702
46,2,15,6,54,97.38025862566244
7,5,18,6,21,16.42826075641487
33,5,16,6,45,40.045542349980565
34,4,15,5,36,37.679725613063326
31,2,20,2,39,75.10136206133085
23,1,20,0,25,80.64144713924455
13,5,14,2,21,21.190537964041727
31,2,18,1,41,98.42407529254416
45,2,8,6,47,120.28143781281436
42,3,17,3,46,72.35224418618367
15,2,8,3,22,33.42245156307001
3,5,19,4,12,16.096307448027808
36,4,15,4,49,52.197756831734964
20,2,12,5,27,55.435673788376484
13,1,13,6,21,63.983948258683064
30,5,11,4,33,32.49858312062027
47,4,11,5,49,65.19542205343286
17,4,17,0,21,24.69149716158211
6,5,20,5,11,4.41317908599301
9,4,16,4,11,16.466601073205776
6,1,15,3,12,22.79789806283611
32,2,18,5,34,89.38398275940284
22,5,20,6,29,29.48951097928641
20,2,19,2,34,55.63044545055136
18,2,11,1,25,51.8598928937658
47,4,14,4,61,67.74296229542178
18,5,15,0,32,15.021899513810142
35,2,14,2,40,76.16277087761641
28,3,12,6,36,52.52641170441885
17,1,17,5,29,83.73697819986575
1,4,8,3,3,5.344862318956842
0,5,13,0,8,8.560668244099752
46,5,15,1,55,54.129350036199156
4,4,18,6,9,11.480973347848014
19,2,13,5,24,53.393763496219115
10,4,15,5,14,14.755148443298012
41,5,13,5,45,47.28012271680364
1,3,9,4,15,1.7859311849152593
2,2,13,1,12,17.10362214776262
22,4,16,1,35,38.95270052511638
11,5,20,3,16,14.426259745539161
19,5,9,2,24,20.95561551397399
4,5,10,4,9,6.020453503561384
36,3,16,3,40,61.375197059721195
37,2,20,2,41,94.6291264235443
29,4,14,2,36,37.19080623555336
8,2,8,0,12,20.74274470378557
33,5,18,6,47,54.45069757645875
43,3,20,6,48,69.81856382016889
34,3,11,6,42,44.221251404671676
21,5,11,3,34,23.52774998919432
43,2,17,3,57,103.04868162283555
23,2,12,2,29,71.03501462034791
16,3,14,4,29,26.933703684587947
9,1,12,0,10,36.095709055668664
29,3,17,5,33,60.833397243214755
45,3,13,6,53,70.56146324314476
22,4,16,5,28,30.388810658807067
31,3,9,5,38,45.95648913720541
16,1,13,6,20,90.88969881141504
49,3,20,4,60,81.41945881079417
50,2,13,1,53,137.974984535163
16,4,19,2,20,25.80546339380374
13,4,8,5,16,15.067381016785905
8,3,13,5,9,19.417594209600093
39,4,14,1,53,64.91490176527236
1,4,20,4,3,1.4298890493561611
44,3,14,5,48,90.86889135381207
24,1,10,6,38,98.60785061724474
38,3,15,0,44,53.11298270687171
8,2,14,2,21,27.363211454708775
21,5,11,6,27,23.976138523976648
